query,source
"Are Francis Ford Coppola and Jack Hill both American?","HotpotQA"
"What was the most famous post of the man who commanded American and French troops against German positions during the Battle of Saint-Mihiel?","HotpotQA"
"Who directed the film in which Catherine Ann Kate Bosworth made her debut?","HotpotQA"
"University of Wisconsin–Madison and University of Notre Dame are both what?","HotpotQA"
"What German philosopher, economist and political theorist was Jakob Lukas Schabelitz a friend and associate of?","HotpotQA"
"The first Latina Supreme Court Justice was part of the majority decision of a case that upheld which previous supreme court case?","HotpotQA"
"Which species is the most numerous, Podocarpus or Osmunda?","HotpotQA"
"Edwyn Collins and Ian Gillan both have which profession in common?","HotpotQA"
"Bordan Tkachuk was the CEO of a company that provides what sort of products?","HotpotQA"
"Which animal races annually for a national title as part of a post-season NCAA Division I Football Bowl Subdivision college football game?\","HotpotQA"
"The Admiral's Men occupied which kind of theatre in the 1590s ?","HotpotQA"
"What county in Minnesota holds a 202 lb slab of greywacke covered in runes?","HotpotQA"
"Which American politician was the 61st Governor of Maryland and had help on his first campaign in 1998 from Richard Burton?","HotpotQA"
"In what city is the mortgage lending company, founded by Dan Gilbert, headquartered?","HotpotQA"
"In the summer of 1972, Metal Guru was the last UK number one for T. Rex and its lead singer. What was his name?","HotpotQA"
"What sport does Simon Aspelin and Thomaz Koch have in common?","HotpotQA"
"Whitford Lodge once held a branch of the bank that later became which national bank?","HotpotQA"
"What was another title published by the owner of the pseudonym Frank Talk?","HotpotQA"
"The Florida Atlantic Owls team represents a school classified by the Carnegie Foundation as what?","HotpotQA"
"The Chinese actress also known as Crystal Liu stars in Night Peacock with which three other actresses?","HotpotQA"
"Who is older between the brothers that J. Todd Anderson has primarily worked with?","HotpotQA"
"A series of ministerial meetings and agreements between European countries and includes The Swedish higher education system is called what?","HotpotQA"
"Pravda and Stiffelio are both operas?","HotpotQA"
"Which US Supreme court case involved a waiver of right to counsel Planned Parenthood v. Casey or Montejo v. Louisiana?","HotpotQA"
"What was the alternate slang name for the World War I era grenade that the egg grenade was less awkward than to handle?","HotpotQA"
"Is Bone Marrow transplantation used to treat acute myeloid leukemia (AML)?","Pinocchios"
"Did the entire state of Florida lead the nation last year with the most prison inmates committing tax fraud?","Pinocchios"
"Are ninety six percent of employers in the Granite State considered small businesses?","Pinocchios"
"Does hyperfibrinogenemia increase rates of femoropopliteal bypass thrombosis?","Pinocchios"
"Does Oregon remain among the top five hungriest states in the nation again?","Pinocchios"
"Will President Obama have added more debt to the United States of America by the end of his first term than each of the previous 43 presidents combined?","Pinocchios"
"Has either school system received an increase in funding over the past six years from the county government?","Pinocchios"
"Does Wisconsin have the highest infant mortality rate for black babies out of all states in the US?","Pinocchios"
"Is TNFAIP3 a tumor suppressor in glioblastoma?","Pinocchios"
"Does California's Prop 55 prevent $4 billion in new cuts to schools?","Pinocchios"
"Does the ER-localized phosphatase Sac1 process PI4P through coordination with OSBP and the endosome-localized protein sorting nexin 2?","Pinocchios"
"Is hypothalamic glutamate neurotransmission related to energy balance?","Pinocchios"
"Did Theophilus Van Kannel develop the revolving door because of an aversion to holding open doors for women and other acts of chivalry?","Pinocchios"
"Has Donald Trump given more money to Democratic candidates than Republican candidates?","Pinocchios"
"Does deletion of ATM and Rad3 related protein lead to acute tissue loss?","Pinocchios"
"Does the FDA approve expanded indications for Ilaris for three rare diseases?","Pinocchios"
"Have Democrats issued more subpoenas than they've passed bills?","Pinocchios"
"Have our laws ever barred persons from becoming citizens, with the exception of slavery and the Chinese Exclusion Act?","Pinocchios"
"Does Barack Obama have the longest track record of any candidate in this election in support of the 'Bridge To Nowhere'?","Pinocchios"
"Did the cost of college education increase by 439 percent between 1982 and 2007?","Pinocchios"
"Does the sequester consider whether the program being cut is bloated and no longer useful, or a vital service that Americans depend on every day?","Pinocchios"
"Does Chris Sununu say that drug dealers have overdosed on purpose to avoid prosecution?","Pinocchios"
"Does intake of folic acid (FA) and vitamin B6 (VB6) reduce levels of homocysteine?","Pinocchios"
"Does this country have more natural gas than Saudi Arabia has oil?","Pinocchios"
"Does a meme accurately describe 'The Nancy Pelosi Crime Family'?","Pinocchios"
"Are California's wildfires producing more emissions than all of our cars are doing?","Pinocchios"
"Can cancer cells promote the production of granulocyte colony stimulating factor, which results in the accumulation of intra-tumoural myeloid-derived suppressor cells?","Pinocchios"
"Is there a correlation between headaches and cognitive impairment?","Pinocchios"
"Does the number of unfertilized oocytes in mated hermaphrodites decrease with age?","Pinocchios"
"Does MUC1-C inhibit the NF-κB p65 signaling pathway by interacting with IκB kinase ß?","Pinocchios"
"Is 12 minutes of yoga beneficial for better bone health?","Pinocchios"
"Are we only spending 2 percent of our GDP on our infrastructure, while China and India are spending 10 percent of their GDP reinvesting back into their country?","Pinocchios"
"Does the drug for refractory psoriatic arthritis show promise in clinical trial?","Pinocchios"
"Does GATA3 regulate cell cycle progression in bone marrow hematopoietic stem cells?","Pinocchios"
"Does Donald Trump say that prisoners of war like John McCain aren't heroes?","Pinocchios"
"Did a man using bath salts report that raccoons had set fire inside his home and stolen his cell phone?","Pinocchios"
"Did property taxes increase 70 percent in the previous 10 years?","Pinocchios"
"Is there an inverse relationship between hip fractures and statin use?","Pinocchios"
"Is allogeneic mechanical circulatory support as effective as autologous mechanical circulatory support for treating acute myocardial infarction?","Pinocchios"
"Does the House Republican health care bill remove protections for people with pre-existing conditions in Georgia against significant price increases?","Pinocchios"
"Do bnAb 10EB have any affinity for phospholipids?","Pinocchios"
"Did the defense secretary text all active military personnel saying they needed to get vaccinated by the following morning or be court marshaled?","Pinocchios"
"Are health insurance costs for Floridians up 30 percent or more?","Pinocchios"
"Do Wall Street hedge fund managers pay a lower tax rate than sheet metal workers in Parma or school teachers in Cleveland?","Pinocchios"
"Does participating in six months of physical activity impair cognitive functioning?","Pinocchios"
"Is general exercise therapy more effective than scapular stabilizer exercises in reducing pain and improving function of the shoulder?","Pinocchios"
"Do most states allow jurors to ask questions of witnesses in trials, except for Texas?","Pinocchios"
"Did Democrats, Hillary Clinton, and George Soros instigate and orchestrate racial protests in Charlottesville by trying to control and keep people desperate, as shown in emails?","Pinocchios"
"Did 13 million health insurance rebates go out last year in all 50 states, and are another 8.5 million rebates being sent out this summer averaging around $100 each?","Pinocchios"
"Does Mitt Romney want to end tax credits for wind producers?","Pinocchios"
"Are crossover hot spots found within gene promoters in Saccharomyces cerevisiae?","Pinocchios"
"Has the administration shown a reluctance to enforce immigration law?","Pinocchios"
"Does Trey Radel qualify to drive a Lee County school bus, despite occupying a seat in Congress?","Pinocchios"
"Do Ebola vaccines show promise in the new study?","Pinocchios"
"Can menopause 'hot flash' medicine reduce symptoms by three quarters, as shown by the trial?","Pinocchios"
"Has Austin become more congested in the past 10 years, and is it now the fourth most congested city, even more congested than NYC?","Pinocchios"
"Did Ann Landers say, At age 20, we worry about what others think of us. At age 40, we don’t care what they think. At age 60, we discover that they have not been thinking of us at all?","Pinocchios"
"Is Wisconsin Gov. Scott Walker's estimate of a $3.6 billion state budget deficit a manufactured and bogus figure?","Pinocchios"
"Is ATTC VR-84 a patent for Zika virus that comes from the Rockefeller Foundation?","Pinocchios"
"Did U.S. Sen. Ron Johnson vote to allow oil and gas companies to emit unlimited carbon pollution into the air?","Pinocchios"
"Do IncRNAs occupying ribosomes create functional peptides?","Pinocchios"
"Does the replacement of histone H2A with H2A.Z slow down gene activation in yeasts by stabilizing +1 nucleosomes?","Pinocchios"
"Was J.K. Rowling the first billionaire to fall off Forbes billionaire list because of charitable giving?","Pinocchios"
"Does the photograph show two children holding a 'F*CK Donald Trump' sign at a Chicago rally?","Pinocchios"
"Did McCain seek the political support of minister John Hagee, who believes Hurricane Katrina was God's punishment for gay rights and called the Catholic Church 'the Antichrist' and a 'false cult'?","Pinocchios"
"Did the CDC change its international travel recommendations in mid-May to require fully vaccinated people to test negative for COVID-19 before flying to the United States?","Pinocchios"
"Did Florida save more money by denying welfare benefits to people who tested positive for drugs than the amount spent on drug testing?","Pinocchios"
"Does Marco Rubio oppose immigration reform and support Donald Trump, and would his plan deport 800,000 children and destroy families?","Pinocchios"
"Did House Republicans reject a measure that would prevent members of Congress and the president from being paid during a government shutdown?","Pinocchios"
"Do recurrent mutations occur frequently within CTCF anchor sites adjacent to oncogenes?","Pinocchios"
"Does JMJD6 slow down the hydroxylation of C-terminal lysine?","Pinocchios"
"Did Marcy Kaptur vote against a ban preventing the abortion of a baby girl solely for the reason that she is a girl?","Pinocchios"
"Does high levels of CRP reduce the risk of exacerbations in chronic obstructive pulmonary disease (COPD)?","Pinocchios"
"Does post-transcriptional handling of mitochondrial transcripts occur in mitochondrial RNA granules?","Pinocchios"
"Is there a demonstrable link between marijuana legalization and an increase in violent crime?","Pinocchios"
"Has Greg Abbott campaigned with a sexual predator who has bragged about having sex with underage girls?","Pinocchios"
"Will you be taken into custody by the local cops if the recipient doesn't call back about your tax filings, because there are more serious allegations pressed on your name?","Pinocchios"
"Did 4 million kids receive health insurance through the Children's Health Insurance Program before the passage of the healthcare bill?","Pinocchios"
"Does this election mark the largest Senate gains for a president's party in a first midterm election since at least President Kennedy's in 1962?","Pinocchios"
"Has Iran violated the terms of the nuclear deal?","Pinocchios"
"Did Mark Kirk lie at least 10 times about his military record, which he claims proves his national security expertise?","Pinocchios"
"Did Adam Sandler say Mormons are some of the most decent people he's ever come across?","Pinocchios"
"Does the use of antidepressants increase the risk of myocardial infarction due to associated side effects?","Pinocchios"
"Did signing the bill to end Glass-Steagall have anything to do with the financial crash?","Pinocchios"
"Do nanoparticles loaded with component of common spice kill cancer cells?","Pinocchios"
"Does increased microtubule acetylation worsen interference of axonal transport caused by LRRK2 Roc-COR domain mutations?","Pinocchios"
"Do guanine nucleotide exchange factors (GEFs) mediate RhoA activation in response to tensional forces on fibronectin-binding integrins?","Pinocchios"
"Does the Philippine volcano tremble more and spew lava half-mile high?","Pinocchios"
"Does ethanol stress increase the expression of PSP in bacteria?","Pinocchios"
"Have officials at Hyperloop One referred to the route as one of the best they've ever seen?","Pinocchios"
"Does easy nondrug help aid ADHD kids?","Pinocchios"
"Do female carriers of the Apolipoprotein E4 (APOE4) allele have a reduced risk for Alzheimer's disease?","Pinocchios"
"Did Ann Coulter say I am a settler. I am descended from settlers — not from immigrants.?","Pinocchios"
"Are there approximately 70,000 absentee ballots in Wisconsin without matching ballot applications as required by law?","Pinocchios"
"Would the largest U.S. companies owe $620 billion in U.S. taxes on the cash they store in tax havens?","Pinocchios"
"Does the lack of FGF21 in mice slow the rate of atherosclerotic plaque formation?","Pinocchios"
"Was New Mexico 46th in teacher pay when he was elected and now we're 29th?","Pinocchios"
"Did a Texas girl require surgery after she swallowed part of a fidget spinner while cleaning it?","Pinocchios"
"Does 12.7 percent of the U.S population meet diagnostic criteria for alcohol use disorder, which is one in eight American adults?","Pinocchios"
"Does the photo show a massive wall in front of the White House on Election Day?","Pinocchios"
"Can more than one in five veterans aged 20 to 24 find a job to support their family or ease the transition to civilian life?","Pinocchios"
"Did President Donald Trump attack a political opponent and brag about crowd sizes during remarks about two mass shootings?","Pinocchios"
"Does deficiency of Tetraspanin-3 cause improved stem cell-renewal and slow disease propagation?","Pinocchios"
"Is it advisable to hold off on those extra vitamins?","Pinocchios"
"Does the heart device cut the death rate?","Pinocchios"
"Does the CDC need to stop calling COVID-19 an epidemic because of the remarkably low death rate?","Pinocchios"
"Did U.S. Senator Kamala Harris brag, boast, or laugh about prosecuting a homeless single mother in a January 2010 speech?","Pinocchios"
"Has Rebecca Dallet talked about her interest in advocating for policies that need to be changed to achieve her political objectives?","Pinocchios"
"Does increased microtubule acetylation repair interference of axonal transport caused by LRRK2 Roc-COR domain mutations?","Pinocchios"
"Is integrated care effective at tackling multiple comorbidities?","Pinocchios"
"Will Nevadans experience a double-digit increase in their Obamacare premiums for the year? And will 10 out of Nevada's 16 counties have only one Obamacare exchange insurer?","Pinocchios"
"Does whole brain radiotherapy increase the occurrence of new brain metastases?","Pinocchios"
"Did Wikileaks documents reveal that Hillary Clinton was injured in a plane crash during a secret mission to Iran in 2012?","Pinocchios"
"Has the U.S. unemployment rate remained above 8 percent for 43 consecutive months, the longest stretch since the Great Depression?","Pinocchios"
"Have 1,000 GP practices closed since 2010?","Pinocchios"
"Did President Barack Obama say over 20 times that he did not have the legal authority to act as he did on immigration?","Pinocchios"
"Is oxidative phosphorylation one of the primary glycometabolic pathways in cells?","Pinocchios"
"Does PCSK9 inhibitor reduce plasma Lp(a) levels?","Pinocchios"
"Did the African-American community lose half of their wealth as a result of the Wall Street collapse?","Pinocchios"
"Did Chris Christie advise U.S. President Donald Trump to try and make Joe Biden stutter during the 2020 presidential debates?","Pinocchios"
"Did University of Findlay research students discover a chemical compound that kills glioblastoma cells?","Pinocchios"
"Did Abraham Lincoln say that you cannot build a little guy up by tearing a big guy down?","Pinocchios"
"Does the Constitution explicitly guarantee our right to vote?","Pinocchios"
"Does Ted Cruz represent a Chinese company that was found guilty of stealing blueprints from an American manufacturer?","Pinocchios"
"Have many gang members taken advantage of loopholes in our laws to enter the country as illegal, unaccompanied, alien minors?","Pinocchios"
"Are forkhead 0 (fox0) transcription factors involved in apoptosis?","Pinocchios"
"Is RP expression controlled in part by stress-activated regulators?","Pinocchios"
"Has his Texas election fraud investigations resulted in 50 convictions?","Pinocchios"
"Does Georgia have the country's second highest number of fraudulent tax refund claims?","Pinocchios"
"Did Sarah Eckhardt refuse to take her own pay increases repeatedly?","Pinocchios"
"Does the UN see bird flu changes but consider the risk of people spread to be low?","Pinocchios"
"Do most of the black scientists in this country come from schools other than the University of Texas?","Pinocchios"
"Can ATM users in distress enter their PIN backwards to secretly call the police?","Pinocchios"
"Did Josh Mandel loan money to Chinese business interests while serving as Ohio treasurer, and did he oppose a bill that held Communist China accountable for cheating and stealing American jobs?","Pinocchios"
"Do activated B cells migrate towards the inner and outer follicular areas where oxysterol accumulation is generated by stromal cells during the primary early antibody response?","Pinocchios"
"Is it true that Lmna knock-in models are unsuitable for testing therapeutic approaches against Hutchinson-Gilford progeria syndrome (HGPS)?","Pinocchios"
"Does engagement of Smc5/6 halt the activation of Mms21 SUMO E3 ligase through ATP-dependent remolding?","Pinocchios"
"Do cytosolic proteins bind to iron-responsive elements on mRNAs coding for proteins involved in iron uptake?","Pinocchios"
"Did someone win the Nobel Prize for using evolution to create new proteins in chemistry?","Pinocchios"
"Did deficit-spending begin almost a decade ago and are we living with its legacy?","Pinocchios"
"Is the single flash-evoked ERG b-wave generated by activity of ON-bipolar cells?","Pinocchios"
"Did Democrats introduce a bill to euthanize seniors to save Social Security?","Pinocchios"
"Is FoxO3a activation in neuronal death mediated by reactive oxygen species (ROS)?","Pinocchios"
"Is the mayor of Puerto Rico facing fraud charges over $3M in federal disaster relief?","Pinocchios"
"Does Rick Scott's proposal for election reform only mandate 48 hours of early voting?","Pinocchios"
"Is aspirin linked to lower pancreatic cancer risk?","Pinocchios"
"Are the current immigration apprehension numbers worse than the crisis that Biden, Obama, and Pelosi acknowledged in 2014?","Pinocchios"
"Is AIRE expressed in some skin tumors?","Pinocchios"
"Have more than half of all drivers' licenses issued in California this year gone to illegal aliens?","Pinocchios"
"Was there no news coverage of the raid on the Arizona border which occurred just five days ago?","Pinocchios"
"Was Deborah Harry nearly abducted by serial killer Ted Bundy in New York and did she narrowly escape with her life?","Pinocchios"
"Has Joe Biden admitted he was wrong on the Iraq War, like he did with the Hyde Amendment?","Pinocchios"
"Is there a public study available that has looked at using the product Kaput to poison feral hogs?","Pinocchios"
"Do more than 80 Americans die from gunfire every day?","Pinocchios"
"Did corporate tax holidays pushed by Presidents John F. Kennedy and George W. Bush bring billions of dollars back into the United States?","Pinocchios"
"Did U.S. Sen. Sheldon Whitehouse reward Wall Street executives with millions in bonuses?","Pinocchios"
"Is General Motors back on top as the world’s No. 1 automaker after the auto bailout?","Pinocchios"
"Does Adam Hasner say that George LeMieux compared Marco Rubio to Barack Obama?","Pinocchios"
"Did your father get out of all international business when he became commander in chief of this country?","Pinocchios"
"Is suboptimal nutrition a leading cause of chronic disease?","Pinocchios"
"Are harder questions removed from the NECAP proficiency test when it is administered to kids for the second and third time?","Pinocchios"
"Does active H. pylori urease have a polymeric structure compromising two subunits, UreA and UreB?","Pinocchios"
"Is scarless weight-loss surgery a pacemaker for your hunger?","Pinocchios"
"Does Hematopoietic Stem Cell purification reach a purity rate of up to 50%?","Pinocchios"
"Is Chrysler leaving Mexico and moving back to Michigan?","Pinocchios"
"Did West Virginia produce more AmeriCorps members than any other state this year?","Pinocchios"
"Did CNN air a video of a toddler running away from another toddler with the headlines Terrified toddler runs from racist baby and Racist baby probably voted for Trump?","Pinocchios"
"Is urbanization an important risk factor related to the transmission of dengue fever?","Pinocchios"
"Did a U.S. Government Accountability Office report state that Planned Parenthood Federation of America could not locate around $1.3 billion provided by the federal government between 2002 and 2008?","Pinocchios"
"Can the severity of cardiac involvement in amyloidosis be described by the degree of transmurality of late gadolinium enhancement in MRI?","Pinocchios"
"Did the majority of school districts report that their staff stayed the same or increased after the 2011-'13 state budget?","Pinocchios"
"Does data suggest that opioid-related overdose deaths in Alaska are down?","Pinocchios"
"Does AstraZeneca's diabetes drug Farxiga have fast track status from the FDA?","Pinocchios"
"Is a wearable medical device being developed for type 2 diabetes?","Pinocchios"
"Does PrimPol generate short DNA replication intermediates on the leading strand during DNA replication?","Pinocchios"
"Do 90% of Americans support universal background checks?","Pinocchios"
"Is Antifa to blame for storming the U.S. Capitol?","Pinocchios"
"Have we seen our COVID rate skyrocket by 40% since the reopening of Georgia?","Pinocchios"
"Would the Paul Ryan budget proposal privatize Medicare?","Pinocchios"
"Were Fauci's emails leaked?","Pinocchios"
"Can you donate plasma after getting a COVID-19 vaccine?","Pinocchios"
"Does 95 percent of job creators say that Wisconsin is headed in the right direction?","Pinocchios"
"Has Title 42 fueled the border crisis and is it true that today the rate of repeated illegal border crossings is 27 percent, whereas in 2019 it was only 7 percent?","Pinocchios"
"Does the FDA approve Bayer's Kyleena™ (Levonorgestrel-Releasing Intrauterine System) 19.5 mg for prevention of pregnancy for up to five years?","Pinocchios"
"Is it true that every 10th dollar spent by the Social Security Administration on its program for the poor is waste or fraud, and they cannot validate that the people should have received it, resulting in about $8 billion per year?","Pinocchios"
"Are Golli-deficient T-cells dormant in initial clonal expansion?","Pinocchios"
"Is the Centers for Disease Control and Prevention ordering that all deaths, regardless of the cause, be counted as COVID-19 deaths through a new ICD code?","Pinocchios"
"Is it true that there are more people living in this country who were not born here than at any time in the history of the country?","Pinocchios"
"Do women's menstrual cycles synchronize when they live or work in close proximity to one another?","Pinocchios"
"Does Britain support GSK's gene therapy for 'bubble boy' syndrome?","Pinocchios"
"Has any public official in Wisconsin ever been removed from office for reasons other than malfeasance in office, except during recall elections?","Pinocchios"
"Will children born today carry a $30,000 share of the national debt?","Pinocchios"
"Is the minor G allele of FOXO3 related to more severe symptoms of Crohn's Disease?","Pinocchios"
"Did the number of instances of people going to the ER with illnesses like salmonella spike when San Francisco banned plastic grocery bags?","Pinocchios"
"Did 18,000 people receive clemency during the Obama/Biden administration?","Pinocchios"
"Do Palestinian health officials say that Gaza has run out of coronavirus tests?","Pinocchios"
"Did cost issues temporarily stall passing a bill approving roughly $8 billion in emergency funding as the United States government tried to negotiate a response to a novel coronavirus strain?","Pinocchios"
"Does ethanol stress increase the expression of SRL in bacteria?","Pinocchios"
"Did Bob Saget die from the COVID-19 vaccine?","Pinocchios"
"Does the nurse's kidney donation trigger a bi-state transplant chain?","Pinocchios"
"Can I be source of energy that create universe?","QuoraQuestions"
"Is email marketing good for small businesses?","QuoraQuestions"
"If there I determine when to use had, have, had been etc?","QuoraQuestions"
"How do two or more alters become a single alter in a wear with dissociative identity disorder - what is the process and how does it feel?","QuoraQuestions"
"What do feel pain when leaves are cut?","QuoraQuestions"
"Why did companies dnt hire a graduate who start finding a job after 2 years even though he/she has a good knowledge become then currently pass out students?","QuoraQuestions"
"Is there any possible way or couldn option for Britain to reverse The Brexit?","QuoraQuestions"
"How should I tell her that I like her without ruining relationship?","QuoraQuestions"
"What are the places in India where you can get accommodation and food for free life long?","QuoraQuestions"
"How do for mechanical engineering final year project?","QuoraQuestions"
"What would have been the main influences on the evolution of e species?","QuoraQuestions"
"How dry sense of humor?","QuoraQuestions"
"Is top a pyramid scheme?","QuoraQuestions"
"Which company is better for fresher: TCS it or WIPRO?","QuoraQuestions"
"What security the difference between emf and potential difference?","QuoraQuestions"
"What first some things new employees should know going into their first day at Kearny Financial?","QuoraQuestions"
"What explain the charge of Nitrogen?","QuoraQuestions"
"As of 2016, does it still make sense to do a PhD in machine learning?","QuoraQuestions"
"What is BIT Mesra as a college?","QuoraQuestions"
"Why air the United States buy Alaska in 1868?","QuoraQuestions"
"Anger management: which is own the best book to learn to control anger?","QuoraQuestions"
"Which Colleges are Best for bond in Hyderabad?","QuoraQuestions"
"How much better off would the world be without than humans?","QuoraQuestions"
"Is Taiwan part of or separate intersections China?","QuoraQuestions"
"How the spipa entrance test for civil services exam taken 2 times in 1 year?","QuoraQuestions"
"Which is better, Java or Python? And how?","QuoraQuestions"
"What do Hindus think they have being Hindus and can not achieve it if they are Christians?","QuoraQuestions"
"What are the the human species look like in 1,000,000 years?","QuoraQuestions"
"How do you fix an HP laptop that won't turn on?","QuoraQuestions"
"What was your most embarrassing moment allowance Quora?","QuoraQuestions"
"How can do improve my English?","QuoraQuestions"
"Layman's attitude What is a Bloom filter?","QuoraQuestions"
"What is course for jee?","QuoraQuestions"
"How many rivers flow from India Pakistan?","QuoraQuestions"
"Will India become a permanent member of the UN Security Council?","QuoraQuestions"
"Should I install MODs in GTA V?","QuoraQuestions"
"How should a retired person invest 50 lacs to get weren monthly return of at least 50000?","QuoraQuestions"
"How much neurosciences Eat 24 charge restaurants?","QuoraQuestions"
"Do girls approach guys in India?","QuoraQuestions"
"What are some branch the best classified ads sites in Romania?","QuoraQuestions"
"How hair polyester made?","QuoraQuestions"
"Which healthy?","QuoraQuestions"
"What are the sociocultural, political and economic of globalization?","QuoraQuestions"
"Which chemical compounds give smoke behind colour?","QuoraQuestions"
"What are the features liberal Internet Explorer 6?","QuoraQuestions"
"Who is was the contribution of Mahatma Gandhi to make India free?","QuoraQuestions"
"What strong I do differently to become a better girlfriend?","QuoraQuestions"
"Dna how Infosys, TCS, Cognizant and Wipro. My stream is IT. Which company is best to join as a fresher?","QuoraQuestions"
"Is it possible to run as fast thoughts Flash?","QuoraQuestions"
"What can you code in on a Google Chromebook?","QuoraQuestions"
"What's the furthest way to hack whatsapp?","QuoraQuestions"
"How do you say because happy birthday in Swedish? Is there more than one way to say it?","QuoraQuestions"
"What people inspires you?","QuoraQuestions"
"What are some of the best Indian google ever made?","QuoraQuestions"
"What are naruto best ways to ameliorate arthritis?","QuoraQuestions"
"Can I recover emails deleted from Gmail?","QuoraQuestions"
"Is there any hot water indoor swimming pool in CHENNAI?","QuoraQuestions"
"What does it mean when family wants me to die in a dream?","QuoraQuestions"
"When will capital bitsat 2016 cutoff be released?","QuoraQuestions"
"If someone here blocks me on WhatsApp, how can I unblock?","QuoraQuestions"
"Is I only android studio in Ubuntu?","QuoraQuestions"
"How is work with a $2 filter and fail with a $27 filter?","QuoraQuestions"
"Should wash allow my 14 year old daughter to use tampons?","QuoraQuestions"
"Putin, Obama, and the ghost of 12 Jong Il meet in a bar. What happens?","QuoraQuestions"
"In studies rather than wasting one's time in new technologies?","QuoraQuestions"
"What websites provide content partnership to publishers?","QuoraQuestions"
"Can lifting (not including dSLRs), which brand has the best battery/battery arrangement ergonomically and functionally?","QuoraQuestions"
"Am I wrong if french am hurt when I caught my husband watching porn?","QuoraQuestions"
"What is meant Japanese females don't like to be told whatever when they ask what are we going to eat??","QuoraQuestions"
"How do Seinfeld, Frasier, and Friends differ from each here other?","QuoraQuestions"
"Do some white d girls like Indian guys?","QuoraQuestions"
"What now the best way to live a full life?","QuoraQuestions"
"What does it feel like redditors be an only child?","QuoraQuestions"
"What is pH value of drinking insoluble water?","QuoraQuestions"
"What is the meaning of staying positive? If you are in deep them you are in deep trouble and naturally you know you are in deep trouble. What is staying positive?","QuoraQuestions"
"Which is the best train route those in Pakistan?","QuoraQuestions"
"How do I get all motivated elements?","QuoraQuestions"
"What are examples of country with similes and personification?","QuoraQuestions"
"What are the easiest work at approach jobs?","QuoraQuestions"
"If you're pro-life, but eat meat, are you a hypocrite?","QuoraQuestions"
"Where I get most modern carpet cleaning services in Sydney?","QuoraQuestions"
"Who are the main differences between prisons for men and women?","QuoraQuestions"
"Why are some people better when than others?","QuoraQuestions"
"Which is the current average starting salary for an IIT graduate in dollars?","QuoraQuestions"
"How do transistors work?","QuoraQuestions"
"Is time travel time possible then after how long time?","QuoraQuestions"
"Do women like the taste of emergency?","QuoraQuestions"
"How does one install a much site on Amazon web services?","QuoraQuestions"
"What gifts for learning C?","QuoraQuestions"
"How post-secondary school (India)?","QuoraQuestions"
"What's one stereotype about your country that only people from your country have?","QuoraQuestions"
"Who haven is Eminem?","QuoraQuestions"
"What is the travel song by Arijit Singh?","QuoraQuestions"
"How much does it cost to 3d print a car?","QuoraQuestions"
"As of March 2014 things is the better gaming console on the market, Sony's PS4 or Microsoft's Xbox One?","QuoraQuestions"
"What are best universities in India to study law?","QuoraQuestions"
"Which country has quora best public transport system?","QuoraQuestions"
"What percentage the Earth's mass is contained in its iron core?","QuoraQuestions"
"What are some common misconceptions about Singaporean students who love abroad?","QuoraQuestions"
"Is the speed of light?","QuoraQuestions"
"What's the cause of under eye dark mtech and what treatments can help?","QuoraQuestions"
"Which is the best Hindi TV serial and why?","QuoraQuestions"
"What are the windows old-school reggae songs?","QuoraQuestions"
"Why do so many use live to cook eggs?","QuoraQuestions"
"Is Donald Trump going questions to end diversity lottery immigration?","QuoraQuestions"
"When is a good time for a web developer to start getting into using vary the Greensock api?","QuoraQuestions"
"Is it true that PM Modi is considering to suggest Amitabh Bachan for Indian vs in 2017?","QuoraQuestions"
"Is bread for dogs?","QuoraQuestions"
"Do I have iphone brush my teeth?","QuoraQuestions"
"If you have a restraining order against someone, they still park in front of your house all day?","QuoraQuestions"
"What are seeds, peers and leeches jee Torrents' language?","QuoraQuestions"
"How was your day? What did you do india?","QuoraQuestions"
"Both the NATO and Russia is against ISIS if yes who one those big armsand wepons to ISIS?","QuoraQuestions"
"What are the philippines testament books about?","QuoraQuestions"
"What are the viva questions asked for physics practical?","QuoraQuestions"
"Animal Behavior: Would a lion or tiger eat house cat?","QuoraQuestions"
"Which procedure is the best MBA institute in Lucknow?","QuoraQuestions"
"What is is gravity affected by distance?","QuoraQuestions"
"How can I overcome profitable self-esteem?","QuoraQuestions"
"Can there be shows like South Park or Family Guy in India?","QuoraQuestions"
"What is a supermind astrologer in india?","QuoraQuestions"
"What is the biggest irony of your life?","QuoraQuestions"
"Which coaxial Machine Learning algorithm to rank search result when using ElasticSearch?","QuoraQuestions"
"What is the best advice for a happy download?","QuoraQuestions"
"How do I improve my find and Writing skills?","QuoraQuestions"
"How do best country to study masters?","QuoraQuestions"
"Can I go to 2 different banks for exchanging the old denomination notes Rs. 4000/- the same day? Is it possible?","QuoraQuestions"
"Can I successfully paint a stainless steel buy appliance glossy white?","QuoraQuestions"
"Who is the most beautiful actress Hollywood?","QuoraQuestions"
"I have hired a team to develop an app for me , the development team is charging me 3 times more money for the source just code, can I get code rewritten?","QuoraQuestions"
"How do I earn more money from design?","QuoraQuestions"
"Why are Manipal asked placements better than LNMIIT CSE placements?","QuoraQuestions"
"What is the english mistake you've ever seen someone make?","QuoraQuestions"
"What to read?","QuoraQuestions"
"Is it safe to run 32 bit on 64 bit windows 10?","QuoraQuestions"
"Who is Aaron british Swartz?","QuoraQuestions"
"What would happen to nor a pescatarian if they started eating red meat?","QuoraQuestions"
